collection_name	track_name	artist_name	track_number	release_date	apple_collection_view_url	apple_track_view_url	youtube_collection_name	youtube_track_name	youtube_collection_view_url	youtube_track_view_url
ふぇにぷろベストセレクション “13 years 2004-2018”		PHOENIX Project					ふぇにぷろベストセレクション “13 years 2004-2018”		https://music.youtube.com/browse/MPREb_fwQzmwBiWT7	https://music.youtube.com/watch?v=
爆裂剥霊		PHOENIX Project					爆裂剥霊		https://music.youtube.com/browse/MPREb_VE3vFMwkFUl	https://music.youtube.com/watch?v=
東方 Hard Rock Arrange Album “scar”		PHOENIX Project					東方 Hard Rock Arrange Album “scar”		https://music.youtube.com/browse/MPREb_eN3GzW3IImc	https://music.youtube.com/watch?v=
紅緋		PHOENIX Project					紅緋		https://music.youtube.com/browse/MPREb_tC0zNPTCOKk	https://music.youtube.com/watch?v=
ReiMei - 黎明 4		PHOENIX Project					ReiMei - 黎明 4		https://music.youtube.com/browse/MPREb_GDG5Xr3Y7id	https://music.youtube.com/watch?v=
ReiMei - 黎明 3		PHOENIX Project					ReiMei - 黎明 3		https://music.youtube.com/browse/MPREb_YjNuGnJQOHi	https://music.youtube.com/watch?v=
ReiMei - 黎明 2		PHOENIX Project					ReiMei - 黎明 2		https://music.youtube.com/browse/MPREb_X7WnyDdgYNJ	https://music.youtube.com/watch?v=
ReiMei - 黎明		PHOENIX Project					ReiMei - 黎明		https://music.youtube.com/browse/MPREb_umOahlRcPRK	https://music.youtube.com/watch?v=
東方 Hard Rock Arrange Album "cult"		PHOENIX Project					東方 Hard Rock Arrange Album "cult"		https://music.youtube.com/browse/MPREb_cxMb4UHTON0	https://music.youtube.com/watch?v=
歪形弦奏録		PHOENIX Project					不明	不明	不明	不明
Scarlet Isolation		PHOENIX Project					Scarlet Isolation		https://music.youtube.com/browse/MPREb_bUJvlboy4Jh	https://music.youtube.com/watch?v=
Unknown Climax		PHOENIX Project					Unknown Climax		https://music.youtube.com/browse/MPREb_DLwCWZ7OwZz	https://music.youtube.com/watch?v=
G: Scarlet (Connect)		PHOENIX Project					G: Scarlet (Connect)		https://music.youtube.com/browse/MPREb_XZk4uHu8Z7v	https://music.youtube.com/watch?v=
F: Scarlet (Innocence)		PHOENIX Project					不明	不明	不明	不明
D#: Scarlet Shift		PHOENIX Project					D#: Scarlet Shift		https://music.youtube.com/browse/MPREb_pFwOSDjGG8D	https://music.youtube.com/watch?v=
B♭: Scarlet Sequel		PHOENIX Project					B♭: Scarlet Sequel		https://music.youtube.com/browse/MPREb_fiwpOiIjZY0	https://music.youtube.com/watch?v=
Am: Scarlet (Optimize)		PHOENIX Project					Am: Scarlet (Optimize)		https://music.youtube.com/browse/MPREb_UJxkLEK7Pw7	https://music.youtube.com/watch?v=
星月千夜 E.P		Lunatico_fEs(ヤヤネヒロコ)					星月千夜 E.P		https://music.youtube.com/browse/MPREb_kN3gfsGpJDv	https://music.youtube.com/watch?v=
ワールドレコード		LSDとactivity					ワールドレコード		https://music.youtube.com/browse/MPREb_YnOPFmIUCrF	https://music.youtube.com/watch?v=
サークルトリップ		LSDとactivity					サークルトリップ		https://music.youtube.com/browse/MPREb_PNA0HQb7o3L	https://music.youtube.com/watch?v=
カラフルノート		LSDとactivity					カラフルノート		https://music.youtube.com/browse/MPREb_MG3gJUaN83E	https://music.youtube.com/watch?v=
屋根の下と雨		KAI					屋根の下と雨		https://music.youtube.com/browse/MPREb_O0TDwCvDIF1	https://music.youtube.com/watch?v=
Japonism		IRON ATTACK!					Japonism		https://music.youtube.com/browse/MPREb_1DY6DdoYn50	https://music.youtube.com/watch?v=
TOHO BOOTLEGS 2		IOSYS					TOHO BOOTLEGS		https://music.youtube.com/browse/MPREb_VHPQmoYCtUa	https://music.youtube.com/watch?v=
みんなのパーフェクトチルパ天国		IOSYS					不明	不明	不明	不明
ROCKIN'ON TOUHOU VOL.8		IOSYS					ROCKIN'ON TOUHOU VOL.6		https://music.youtube.com/browse/MPREb_c98IWFHX42I	https://music.youtube.com/watch?v=
魂の旅路		DREAMERS GARDEN					魂の旅路		https://music.youtube.com/browse/MPREb_V3P7zlM9j7w	https://music.youtube.com/watch?v=
Fairy's Lake		DREAMERS GARDEN					Fairy's Lake		https://music.youtube.com/browse/MPREb_1sc8rbCxzrJ	https://music.youtube.com/watch?v=
TOHO EURO NIGHT FOUR		CrazyBeats					TOHO EURO NIGHT FOUR		https://music.youtube.com/browse/MPREb_9xWhTRYDW6Z	https://music.youtube.com/watch?v=
TOHO DANCE PARTY 01		CrazyBeats					TOHO DANCE PARTY 01		https://music.youtube.com/browse/MPREb_jvprjiY8aK7	https://music.youtube.com/watch?v=
頭文字T T-SELECTION Vol.09		CrazyBeats					頭文字T T-SELECTION Vol.09		https://music.youtube.com/browse/MPREb_QgLnrlgHlZP	https://music.youtube.com/watch?v=
東方人 -TOHO BEAT-		COOL&CREATE					東方人 -TOHO BEAT-		https://music.youtube.com/browse/MPREb_ZH5d4IFP7eP	https://music.youtube.com/watch?v=
東方サマーフタリ		COOL&CREATE					東方サマーフタリ		https://music.youtube.com/browse/MPREb_Ac1kOIeAsL4	https://music.youtube.com/watch?v=
スーパーシャッターガール		COOL&CREATE					不明	不明	不明	不明
スーパーあまねりお		COOL&CREATE					不明	不明	不明	不明
Flowering ERINNNNNN!!		COOL&CREATE					不明	不明	不明	不明
東方ホムーラン		COOL&CREATE					不明	不明	不明	不明
東方ストライク		COOL&CREATE					東方ストライク		https://music.youtube.com/browse/MPREb_ME8BAzfVj9L	https://music.youtube.com/watch?v=
東方Trance Space		CC姫工					不明	不明	不明	不明
東方Drive Mode2		CC姫工					不明	不明	不明	不明
東方Battle Inspiration		CC姫工					不明	不明	不明	不明
RETURNER		Bullet IX					RETURNER		https://music.youtube.com/browse/MPREb_CXezi0yqpUW	https://music.youtube.com/watch?v=
Twilight Nostalgia		Bullet IX					Twilight Nostalgia		https://music.youtube.com/browse/MPREb_oEaydCtWO8a	https://music.youtube.com/watch?v=
天籟恋歌		Bullet IX					天籟恋歌		https://music.youtube.com/browse/MPREb_x5iZbzOO4Au	https://music.youtube.com/watch?v=
幻想行脚		Bullet IX					幻想行脚		https://music.youtube.com/browse/MPREb_0ggWoKWFL0F	https://music.youtube.com/watch?v=
東方弦合奏集 Vol.2		Arisaki Works					東方弦合奏集 Vol.2		https://music.youtube.com/browse/MPREb_Xb7orTuuvK0	https://music.youtube.com/watch?v=
東方弦合奏集		Arisaki Works					東方弦合奏集		https://music.youtube.com/browse/MPREb_65ACJBEusye	https://music.youtube.com/watch?v=
Decide		Angelicca					Decide		https://music.youtube.com/browse/MPREb_8SrLU6Dxslf	https://music.youtube.com/watch?v=
Daybreak		Angelicca					Daybreak		https://music.youtube.com/browse/MPREb_gUp5By3u7Os	https://music.youtube.com/watch?v=
Tailwind		Angelicca					Tailwind		https://music.youtube.com/browse/MPREb_8qzC3MQP1Zv	https://music.youtube.com/watch?v=
Brilliance		Angelicca					Brilliance		https://music.youtube.com/browse/MPREb_99q1TjE4ALI	https://music.youtube.com/watch?v=
Mare		Angelicca					Mare		https://music.youtube.com/browse/MPREb_NHvfrHQIPoS	https://music.youtube.com/watch?v=
Crescent		Angelicca					Crescent		https://music.youtube.com/browse/MPREb_sTRyJ8dEMZO	https://music.youtube.com/watch?v=
Code makes jeer,Sad to read		AbsoЯute Zero					不明	不明	不明	不明
明明白白Blacking		AbsoЯute Zero					明明白白Blacking		https://music.youtube.com/browse/MPREb_C7hd7AWtFxi	https://music.youtube.com/watch?v=
一撃 special edition		UNDEAD CORPORATION DOUJIN WORKS					一撃 special edition		https://music.youtube.com/browse/MPREb_RXLTunZQGlf	https://music.youtube.com/watch?v=
Innocent Days		魂音泉					Innocent Days		https://music.youtube.com/browse/MPREb_NlQdBfTkCsE	https://music.youtube.com/watch?v=
その神のジレンマに		幽閉サテライト					その神のジレンマに (-)		https://music.youtube.com/browse/MPREb_Q5r0JLXZ7W1	https://music.youtube.com/watch?v=
シングルズベストVol.1「果てなき風の軌跡さえ」(アニメMV使用曲「果てなき風の軌跡さえ」収録)」		少女フラクタル					シングルズベストVol.1「果てなき風の軌跡さえ」(アニメMV使用曲「果てなき風の軌跡さえ」収録)」		https://music.youtube.com/browse/MPREb_fkEJzzfLjX6	https://music.youtube.com/watch?v=
3in1CD「彷徨いの冥」 Orig.Ver.(幻想万華鏡挿入歌「必然のカタストロフィ」、アニメMV使用曲「彷徨いの冥」収録)		少女フラクタル					3in1CD「彷徨いの冥」 Orig.Ver.(幻想万華鏡挿入歌「必然のカタストロフィ」、アニメMV使用曲「彷徨いの冥」収録)		https://music.youtube.com/browse/MPREb_3layBZMA2Ze	https://music.youtube.com/watch?v=
サヨナラダイアリー ～ their whereabouts		少女フラクタル					サヨナラダイアリー ~ their whereabouts		https://music.youtube.com/browse/MPREb_LgQrgRSuAfj	https://music.youtube.com/watch?v=
絵空事でいいから。		少女フラクタル					絵空事でいいから。		https://music.youtube.com/browse/MPREb_TjmMmJ5u1s6	https://music.youtube.com/watch?v=
その日、夢想は共鳴する		少女フラクタル					その日、夢想は共鳴する		https://music.youtube.com/browse/MPREb_53bhe3zfuUk	https://music.youtube.com/watch?v=
プリズムの音色		少女フラクタル					プリズムの音色		https://music.youtube.com/browse/MPREb_pl5wFhHaxhF	https://music.youtube.com/watch?v=
The Walking Luck		少女フラクタル					The Walking Luck		https://music.youtube.com/browse/MPREb_RdBONbQLLYa	https://music.youtube.com/watch?v=
Cold Wave		少女フラクタル					Cold Wave		https://music.youtube.com/browse/MPREb_7lTMIsE0T30	https://music.youtube.com/watch?v=
常夏サイダー		少女フラクタル					不明	不明	不明	不明
Amazement Park!!		Unlucky Morpheus					Amazement Park!!		https://music.youtube.com/browse/MPREb_xAq5iAQs8yu	https://music.youtube.com/watch?v=
U&I EUROBEAT REMIX		Unlucky Morpheus					U&I EUROBEAT REMIX		https://music.youtube.com/browse/MPREb_GwHobRRrLlw	https://music.youtube.com/watch?v=
Parallelism・β		Unlucky Morpheus					Parallelism・β		https://music.youtube.com/browse/MPREb_VcsHnBZQJsB	https://music.youtube.com/watch?v=
猫吟鬼嘯		Unlucky Morpheus					猫吟鬼嘯		https://music.youtube.com/browse/MPREb_7jeN6u4gkGk	https://music.youtube.com/watch?v=
Parallelism・α		Unlucky Morpheus					Parallelism・β		https://music.youtube.com/browse/MPREb_VcsHnBZQJsB	https://music.youtube.com/watch?v=
奇跡の平日		Unlucky Morpheus					奇跡の平日		https://music.youtube.com/browse/MPREb_eAtfeD5LGQ0	https://music.youtube.com/watch?v=
Saireco Jealousy		Unlucky Morpheus					Saireco Jealousy		https://music.youtube.com/browse/MPREb_0UjV3n78HFX	https://music.youtube.com/watch?v=
REBIRTH Revisited		Unlucky Morpheus					REBIRTH Revisited		https://music.youtube.com/browse/MPREb_9aqKjrFgIsk	https://music.youtube.com/watch?v=
Hypothetical Box ACT 2		Unlucky Morpheus					Hypothetical Box ACT 2		https://music.youtube.com/browse/MPREb_mLKmleb025o	https://music.youtube.com/watch?v=
Mystique Concerto		IRON ATTACK!					Mystique Concerto		https://music.youtube.com/browse/MPREb_yxPW77bMvOx	https://music.youtube.com/watch?v=
幻想クライシス		IRON ATTACK!					幻想クライシス		https://music.youtube.com/browse/MPREb_4NhvgjIeYy2	https://music.youtube.com/watch?v=
七人の咎人		IRON ATTACK!					七人の咎人		https://music.youtube.com/browse/MPREb_W1wCYkLE6qj	https://music.youtube.com/watch?v=
本当は怖い東方世界		IRON ATTACK!					本当は怖い東方世界		https://music.youtube.com/browse/MPREb_sIngoY3ItB3	https://music.youtube.com/watch?v=
CRYING DESTINY		IRON ATTACK!					CRYING DESTINY		https://music.youtube.com/browse/MPREb_jCy5I0NCCQf	https://music.youtube.com/watch?v=
宇宙とファンタジー		IRON ATTACK!					宇宙とファンタジー		https://music.youtube.com/browse/MPREb_mvi1kBpZ6Ay	https://music.youtube.com/watch?v=
Unknown Flowers		IRON ATTACK!					Unknown Flowers		https://music.youtube.com/browse/MPREb_1nO7qMn0YwF	https://music.youtube.com/watch?v=
Future and Past		IRON ATTACK!					Future and Past		https://music.youtube.com/browse/MPREb_rZCzNmT9qVK	https://music.youtube.com/watch?v=
Twilight Under World		IRON ATTACK!					Twilight Under World		https://music.youtube.com/browse/MPREb_kEhXHt2O08X	https://music.youtube.com/watch?v=
上海牡丹		IRON ATTACK!					上海牡丹		https://music.youtube.com/browse/MPREb_8Q61PeEvY3u	https://music.youtube.com/watch?v=
Dim.STARLIGHT		IRON ATTACK!					Dim.STARLIGHT		https://music.youtube.com/browse/MPREb_0lQTLBezJS0	https://music.youtube.com/watch?v=
THUNDERCRACK		IRON ATTACK!					THUNDERCRACK		https://music.youtube.com/browse/MPREb_3jtMEvtF7YK	https://music.youtube.com/watch?v=
SAILING DESTINY		IRON ATTACK!					SAILING DESTINY		https://music.youtube.com/browse/MPREb_ubZEQF6JRGu	https://music.youtube.com/watch?v=
BURN IN HELL		IRON ATTACK!					BURN IN HELL		https://music.youtube.com/browse/MPREb_Ayw4jq5ans7	https://music.youtube.com/watch?v=
STAR DUST		IRON ATTACK!					STAR DUST		https://music.youtube.com/browse/MPREb_sip7S4rGaFU	https://music.youtube.com/watch?v=
Frontier		白鳳(Ende der Welt)					Frontier		https://music.youtube.com/browse/MPREb_C2wS7w2aCDu	https://music.youtube.com/watch?v=
Grimoire		白鳳(Ende der Welt)					Grimoire		https://music.youtube.com/browse/MPREb_AJGvAEqLySh	https://music.youtube.com/watch?v=
FALL in BLUE		白鳳(Ende der Welt)					FALL in BLUE		https://music.youtube.com/browse/MPREb_Nw9vcPb7o5n	https://music.youtube.com/watch?v=
ReCollection		白鳳(Ende der Welt)					ReCollection		https://music.youtube.com/browse/MPREb_l1KkqCXTV86	https://music.youtube.com/watch?v=
HEARTBEAT		白鳳(Ende der Welt)					HEARTBEAT		https://music.youtube.com/browse/MPREb_1ROZxXcu8i2	https://music.youtube.com/watch?v=
SOPHIA		白鳳(Ende der Welt)					SOPHIA		https://music.youtube.com/browse/MPREb_0lpEMoquRAB	https://music.youtube.com/watch?v=
TOSX TOKYO at clubasia		魂音泉					TOSX TOKYO at clubasia		https://music.youtube.com/browse/MPREb_Q70bxCh0zeM	https://music.youtube.com/watch?v=
望痛		魂音泉					望痛		https://music.youtube.com/browse/MPREb_95jxck1BMwJ	https://music.youtube.com/watch?v=
THE BEST OF TAMAONSEN INSTRUMENTALS		魂音泉					THE BEST OF TAMAONSEN INSTRUMENTALS		https://music.youtube.com/browse/MPREb_9dQ6vbCCUL2	https://music.youtube.com/watch?v=
THE SELECTED WORKS OF TAMAONSEN 5		魂音泉					THE SELECTED WORKS OF TAMAONSEN 5		https://music.youtube.com/browse/MPREb_OonGYQywCEN	https://music.youtube.com/watch?v=
魔幻空宴歌-幻想ノ壱-		領域ZERO					魔幻空宴歌-幻想ノ壱-		https://music.youtube.com/browse/MPREb_7EhEUwxwmBX	https://music.youtube.com/watch?v=
魔幻空宴歌-幻想ノ零-		領域ZERO					魔幻空宴歌-幻想ノ零-		https://music.youtube.com/browse/MPREb_KdVePlMO7Xp	https://music.youtube.com/watch?v=
STARDUST DREAMS		領域ZERO					STARDUST DREAMS		https://music.youtube.com/browse/MPREb_pYwIH7SVlMS	https://music.youtube.com/watch?v=
東方猫鍵盤18		豚乙女					東方猫鍵盤18		https://music.youtube.com/browse/MPREb_6Am3RrroH0J	https://music.youtube.com/watch?v=
プレゼント		豚乙女					プレゼント		https://music.youtube.com/browse/MPREb_vtR8NN95AU2	https://music.youtube.com/watch?v=
獄		豚乙女					獄		https://music.youtube.com/browse/MPREb_5A2AbZEgdos	https://music.youtube.com/watch?v=
フィンガー21		豚乙女					フィンガー21		https://music.youtube.com/browse/MPREb_9Szowp6NJVC	https://music.youtube.com/watch?v=
リバーサイドパレード		豚乙女					リバーサイドパレード		https://music.youtube.com/browse/MPREb_mmzbuGBk9EQ	https://music.youtube.com/watch?v=
epitaph		豚乙女					epitaph		https://music.youtube.com/browse/MPREb_OPObQtWr36x	https://music.youtube.com/watch?v=
Hod		群雨アンブレイラ					Hod		https://music.youtube.com/browse/MPREb_fnhBKEygWbf	https://music.youtube.com/watch?v=
東方歌ってみた　配信Ver		森羅万象					東方歌ってみた 配信Ver		https://music.youtube.com/browse/MPREb_JeItK3jC4do	https://music.youtube.com/watch?v=
シンラミュージアム		森羅万象					シンラミュージアム		https://music.youtube.com/browse/MPREb_76QyFEKSTgu	https://music.youtube.com/watch?v=
エイセイパレード		森羅万象					エイセイパレード		https://music.youtube.com/browse/MPREb_V2pXMXpLwgY	https://music.youtube.com/watch?v=
WORLD REBUILDERS		梶迫小道具店					WORLD REBUILDERS		https://music.youtube.com/browse/MPREb_Hvd44It55Bq	https://music.youtube.com/watch?v=
Sept florum		梶迫小道具店					Sept florum		https://music.youtube.com/browse/MPREb_AfyNkHFG50E	https://music.youtube.com/watch?v=
MOON TRIBE		梶迫小道具店					MOON TRIBE		https://music.youtube.com/browse/MPREb_VyiDN61b4Yf	https://music.youtube.com/watch?v=
ARIAKE		梶迫小道具店					ARIAKE		https://music.youtube.com/browse/MPREb_qYEYUVDBUxo	https://music.youtube.com/watch?v=
幻想万華鏡～巨大妖怪伝説の章～オリジナルサウンドトラック		幽閉サテライト					不明	不明	不明	不明
月輪に巡らされた記憶		幽閉サテライト					月輪に巡らされた記憶		https://music.youtube.com/browse/MPREb_GIY5IUjCmCC	https://music.youtube.com/watch?v=
幻想万華鏡～花の異変の章～オリジナル・サウンドトラック		幽閉サテライト					不明	不明	不明	不明
ゼロへ旅立てるのなら		幽閉サテライト					ゼロへ旅立てるのなら		https://music.youtube.com/browse/MPREb_HhitCU1U3GJ	https://music.youtube.com/watch?v=
誠-MAKOTO-Singles Best vol.5 ～善悪の頂にある真実～		幽閉サテライト					誠-MAKOTO-Singles Best vol.5 ~善悪の頂にある真実~		https://music.youtube.com/browse/MPREb_mAGdntOwlab	https://music.youtube.com/watch?v=
ささやく、消えかけた後遺症が。		幽閉サテライト					ささやく、消えかけた後遺症が。		https://music.youtube.com/browse/MPREb_s8g8hQStABb	https://music.youtube.com/watch?v=
ROLLING★STAR		岸田教団＆THE明星ロケッツ					ROLLING★STAR		https://music.youtube.com/browse/MPREb_Z7F3A11Yzch	https://music.youtube.com/watch?v=
幻想事変		岸田教団＆THE明星ロケッツ					幻想事変		https://music.youtube.com/browse/MPREb_tZILHeVcJ2C	https://music.youtube.com/watch?v=
.JP		岸田教団＆THE明星ロケッツ					.JP		https://music.youtube.com/browse/MPREb_K5dk0ZYUPeY	https://music.youtube.com/watch?v=
夢色プレリュード		少女フラクタル					夢色プレリュード		https://music.youtube.com/browse/MPREb_unWYmxxFpjI	https://music.youtube.com/watch?v=
終天のアリア		少女フラクタル					終天のアリア		https://music.youtube.com/browse/MPREb_25oyI1S1xtA	https://music.youtube.com/watch?v=
無限の旅、僕らの選択		少女フラクタル					無限の旅、僕らの選択		https://music.youtube.com/browse/MPREb_ewO1l4dpYSS	https://music.youtube.com/watch?v=
仮面奇現象		オーライフジャパン					仮面奇現象		https://music.youtube.com/browse/MPREb_6z6tqOYT1tM	https://music.youtube.com/watch?v=
画竜点睛		アベニュールーム					不明	不明	不明	不明
東方戦車道オリジナルサウンドトラック		もりのあるまち					東方戦車道オリジナルサウンドトラック		https://music.youtube.com/browse/MPREb_RigOn7ceC7A	https://music.youtube.com/watch?v=
東方行進曲アレンジ合同		もりのあるまち					東方行進曲アレンジ合同		https://music.youtube.com/browse/MPREb_rOmOF9uTNxC	https://music.youtube.com/watch?v=
TRAIL III		minimum electric design					TRAIL III		https://music.youtube.com/browse/MPREb_Jm4PvAU3aGD	https://music.youtube.com/watch?v=
FLOWERS		minimum electric design					FLOWERS		https://music.youtube.com/browse/MPREb_5UwjbBOA2vj	https://music.youtube.com/watch?v=
0秒の主役		minimum electric design					0秒の主役		https://music.youtube.com/browse/MPREb_YmMgfUlfLvA	https://music.youtube.com/watch?v=
kiRa☆rhyTHm		bunny rhyTHm					kiRa☆rhyTHm		https://music.youtube.com/browse/MPREb_8ZAqZ2ejBTg	https://music.youtube.com/watch?v=
幻想白昼 Phantom Hakuchū		bunny rhyTHm					幻想白昼 Phantom Hakuchū		https://music.youtube.com/browse/MPREb_qTvXF4VywPx	https://music.youtube.com/watch?v=
歌于绯想 剑问真情		bunny rhyTHm					歌于绯想 剑问真情		https://music.youtube.com/browse/MPREb_iD7toU0tJSY	https://music.youtube.com/watch?v=
蛍標		Yonder Voice					蛍標		https://music.youtube.com/browse/MPREb_h3jPFpGnM5r	https://music.youtube.com/watch?v=
HARD AND NERD		Team-Bearhug					不明	不明	不明	不明
FEST		POLTANEST					FEST		https://music.youtube.com/browse/MPREb_MIXjeRpRWcw	https://music.youtube.com/watch?v=
Akyu's Untouched Eurobeat Vol. 1		NETCAVY RECORDS					Akyu's Untouched Eurobeat Vol. 1		https://music.youtube.com/browse/MPREb_1kfK3JyTIVo	https://music.youtube.com/watch?v=
東方シンフォニック・ベスト		Melodic Taste					東方シンフォニック・ベスト		https://music.youtube.com/browse/MPREb_Mhlp7e7mZu5	https://music.youtube.com/watch?v=
Event Horizon		MICMNIS					不明	不明	不明	不明
少女洋琴倶楽部マニアクス		Lunatico_fEs(ヤヤネヒロコ)					不明	不明	不明	不明
The mormental E.P - 少女洋琴倶楽部Ⅲ-		Lunatico_fEs(ヤヤネヒロコ)					不明	不明	不明	不明
Japanese Dream #1		Lunatico_fEs(ヤヤネヒロコ)					不明	不明	不明	不明
フェアリイ・ランド Reprise		Lunatico_fEs(ヤヤネヒロコ)					不明	不明	不明	不明
夏の庭 E.P		Lunatico_fEs(ヤヤネヒロコ)					不明	不明	不明	不明
燃えろ! 東方ブラスバンド		IOSYS					燃えろ! 東方ブラスバンド		https://music.youtube.com/browse/MPREb_zDQw8uJvH25	https://music.youtube.com/watch?v=
ROCKIN'ON TOUHOU The Best		IOSYS					ROCKIN'ON TOUHOU The Best		https://music.youtube.com/browse/MPREb_vo8mkxCNHQD	https://music.youtube.com/watch?v=
きれいなイオシス		IOSYS					きれいなイオシス		https://music.youtube.com/browse/MPREb_oVEiCFybx8O	https://music.youtube.com/watch?v=
IOSYS音ゲーBEST!! ―東方アレンジ編―		IOSYS					IOSYS音ゲーBEST!! ―東方アレンジ編―		https://music.youtube.com/browse/MPREb_yZTxTfwbtmm	https://music.youtube.com/watch?v=
re:takes ～best of minami's toho guitar works～		IOSYS					re:takes ～best of minami's toho guitar works～		https://music.youtube.com/browse/MPREb_xww10aKAPHC	https://music.youtube.com/watch?v=
miko BEST Toho of IOSYS		IOSYS					miko BEST Toho of IOSYS		https://music.youtube.com/browse/MPREb_fiKXK2TJi6K	https://music.youtube.com/watch?v=
Grimoire of IOSYS - 東方BEST ALBUM vol.3 - LIGHT		IOSYS					Grimoire of IOSYS - 東方BEST ALBUM vol.3 - LIGHT		https://music.youtube.com/browse/MPREb_UdZ2mA8KxZn	https://music.youtube.com/watch?v=
Grimoire of IOSYS - 東方BEST ALBUM vol.2 - LIGHT		IOSYS					Grimoire of IOSYS - 東方BEST ALBUM vol.2 - LIGHT		https://music.youtube.com/browse/MPREb_ubGx8RYfpmS	https://music.youtube.com/watch?v=
Grimoire of IOSYS - 東方BEST ALBUM vol.1 - LIGHT		IOSYS					Grimoire of IOSYS - 東方BEST ALBUM vol.1 - LIGHT		https://music.youtube.com/browse/MPREb_LLRjhExpKP7	https://music.youtube.com/watch?v=
TOHO BOOTLEGS		IOSYS					TOHO BOOTLEGS		https://music.youtube.com/browse/MPREb_VHPQmoYCtUa	https://music.youtube.com/watch?v=
RAVER’S NEST 2 TOHO RAVE PARTY EXTENDED Ver.		DiGiTAL WiNG					RAVER’S NEST 2 TOHO RAVE PARTY EXTENDED Ver.		https://music.youtube.com/browse/MPREb_Qf2qwztyMjg	https://music.youtube.com/watch?v=
RAVER’S NEST 1 TOHO RAVE PARTY EXTENDED Ver.		DiGiTAL WiNG					RAVER’S NEST 1 TOHO RAVE PARTY EXTENDED Ver.		https://music.youtube.com/browse/MPREb_8ewaBTIVaEZ	https://music.youtube.com/watch?v=
BEST FESTIVAL OF TOHO DANCE ANTHEM 1st PARTY		DiGiTAL WiNG					BEST FESTIVAL OF TOHO DANCE ANTHEM 1st PARTY		https://music.youtube.com/browse/MPREb_rOt8Acksq2j	https://music.youtube.com/watch?v=
Paranoia THE BEST-7th anniversary-		DiGiTAL WiNG					Paranoia THE BEST-7th anniversary-		https://music.youtube.com/browse/MPREb_VrJnDsZjcde	https://music.youtube.com/watch?v=
RAVER'S NEST 10 TOHO RAVE PARTY		DiGiTAL WiNG					RAVER'S NEST 10 TOHO RAVE PARTY		https://music.youtube.com/browse/MPREb_PNW6nYY4nld	https://music.youtube.com/watch?v=
HIGH SPEED BEST OF RAVER'S NEST Vol.2		DiGiTAL WiNG					HIGH SPEED BEST OF RAVER'S NEST Vol.2		https://music.youtube.com/browse/MPREb_kgXp1ANtlVb	https://music.youtube.com/watch?v=
TOHO DANCE ANTHEM Vol.3		DiGiTAL WiNG					TOHO DANCE ANTHEM Vol.3		https://music.youtube.com/browse/MPREb_S5JmEX03xTE	https://music.youtube.com/watch?v=
デジウィ EVOLUTiON		DiGiTAL WiNG					デジウィ EVOLUTiON		https://music.youtube.com/browse/MPREb_8r4dZgCL1bk	https://music.youtube.com/watch?v=
住に単会のAntenora		AbsoЯute Zero					住に単会のAntenora		https://music.youtube.com/browse/MPREb_efPZfWO4WqG	https://music.youtube.com/watch?v=
SEN		Crest					SEN		https://music.youtube.com/browse/MPREb_IrkCVAkyJKJ	https://music.youtube.com/watch?v=
MindSeeker		Crest					MindSeeker		https://music.youtube.com/browse/MPREb_mQ2HI5dHSl9	https://music.youtube.com/watch?v=
CrestⅡ		Crest					不明	不明	不明	不明
Star and Crescent		Crest					Star and Crescent		https://music.youtube.com/browse/MPREb_14yBbFcs9Md	https://music.youtube.com/watch?v=
Dual CirculationⅢ		Crest					不明	不明	不明	不明
Crest		Crest					Crest		https://music.youtube.com/browse/MPREb_1LTRH6YzKC5	https://music.youtube.com/watch?v=
Nu		Crest					Nu		https://music.youtube.com/browse/MPREb_ypmkvcQWLkO	https://music.youtube.com/watch?v=
Dual Circulation Ⅱ		Crest					不明	不明	不明	不明
Dual Circulation		Crest					不明	不明	不明	不明
虚数の中に月の出づる		Crest					虚数の中に月の出づる		https://music.youtube.com/browse/MPREb_L7anGDjWp9x	https://music.youtube.com/watch?v=
偶然性深度≒不定性進路		Crest					偶然性深度≒不定性進路		https://music.youtube.com/browse/MPREb_vaCC6b1Xew2	https://music.youtube.com/watch?v=
クロノスは夢を見ない		Crest					クロノスは夢を見ない		https://music.youtube.com/browse/MPREb_aNabj9OlX1W	https://music.youtube.com/watch?v=
華言		Crest					華言 (-kagen-)		https://music.youtube.com/browse/MPREb_EjCfuQldjO9	https://music.youtube.com/watch?v=
東方AOR		Crest					東方AOR		https://music.youtube.com/browse/MPREb_LcWyUkd1z2q	https://music.youtube.com/watch?v=
狼と巫女とお菓子の家		Crest					狼と巫女とお菓子の家		https://music.youtube.com/browse/MPREb_ukr0odWTGjS	https://music.youtube.com/watch?v=
影凪ろまん		Crest					影凪ろまん		https://music.youtube.com/browse/MPREb_7B0GuZ5V5c0	https://music.youtube.com/watch?v=
Serendipity		Crest					Serendipity		https://music.youtube.com/browse/MPREb_T0TrJvjARCr	https://music.youtube.com/watch?v=
Drive to Arrive		Crest					Drive to Arrive		https://music.youtube.com/browse/MPREb_TRmgFoyF75I	https://music.youtube.com/watch?v=
Voices		Crest					Voices		https://music.youtube.com/browse/MPREb_DlKYxHoWxoc	https://music.youtube.com/watch?v=
